# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	31695	32339	-							X928_RS05370	645		old_locus_tag=X928_05600
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	31695	32339	-	WP_103078826.1	WP_103078826.1		adenylate kinase			X928_RS05370	645	214	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	32347	33627	-					secY		X928_RS05375	1281		old_locus_tag=X928_05605
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	32347	33627	-	WP_103078827.1	WP_103078827.1		preprotein translocase subunit SecY	secY		X928_RS05375	1281	426	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	33629	34084	-					rplO		X928_RS05380	456		old_locus_tag=X928_05610
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	33629	34084	-	WP_103078828.1	WP_103078828.1		50S ribosomal protein L15	rplO		X928_RS05380	456	151	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	34117	34302	-					rpmD		X928_RS05385	186		old_locus_tag=X928_05615
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	34117	34302	-	WP_103078829.1	WP_103078829.1		50S ribosomal protein L30	rpmD		X928_RS05385	186	61	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	34306	34839	-					rpsE		X928_RS05390	534		old_locus_tag=X928_05620
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	34306	34839	-	WP_103078830.1	WP_103078830.1		30S ribosomal protein S5	rpsE		X928_RS05390	534	177	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	34856	35224	-					rplR		X928_RS05395	369		old_locus_tag=X928_05625
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	34856	35224	-	WP_103078831.1	WP_103078831.1		50S ribosomal protein L18	rplR		X928_RS05395	369	122	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	35255	35815	-					rplF		X928_RS05400	561		old_locus_tag=X928_05630
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	35255	35815	-	WP_103078832.1	WP_103078832.1		50S ribosomal protein L6	rplF		X928_RS05400	561	186	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	35828	36232	-					rpsH		X928_RS05405	405		old_locus_tag=X928_05635
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	35828	36232	-	WP_103078833.1	WP_103078833.1		30S ribosomal protein S8	rpsH		X928_RS05405	405	134	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	36247	36432	-							X928_RS05410	186		old_locus_tag=X928_05640
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	36247	36432	-	WP_103078834.1	WP_103078834.1		type Z 30S ribosomal protein S14			X928_RS05410	186	61	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	36449	37006	-					rplE		X928_RS05415	558		old_locus_tag=X928_05645
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	36449	37006	-	WP_103078835.1	WP_103078835.1		50S ribosomal protein L5	rplE		X928_RS05415	558	185	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	37075	37395	-					rplX		X928_RS05420	321		old_locus_tag=X928_05650
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	37075	37395	-	WP_103076389.1	WP_103076389.1		50S ribosomal protein L24	rplX		X928_RS05420	321	106	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	37405	37773	-					rplN		X928_RS05425	369		old_locus_tag=X928_05655
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	37405	37773	-	WP_103078836.1	WP_103078836.1		50S ribosomal protein L14	rplN		X928_RS05425	369	122	
gene	pseudogene	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	37841	38086	-					rpsQ		X928_RS05430	246		partial;pseudo;old_locus_tag=X928_05660
CDS	without_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	37841	38086	-				30S ribosomal protein S17	rpsQ		X928_RS05430	246		partial;pseudo
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	38092	38292	-					rpmC		X928_RS05435	201		old_locus_tag=X928_05665
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	38092	38292	-	WP_103066435.1	WP_103066435.1		50S ribosomal protein L29	rpmC		X928_RS05435	201	66	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	38292	38717	-					rplP		X928_RS05440	426		old_locus_tag=X928_05670
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	38292	38717	-	WP_103076392.1	WP_103076392.1		50S ribosomal protein L16	rplP		X928_RS05440	426	141	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	38936	39571	-					rpsC		X928_RS05445	636		old_locus_tag=X928_05675
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	38936	39571	-	WP_103076393.1	WP_103076393.1		30S ribosomal protein S3	rpsC		X928_RS05445	636	211	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	39587	40033	-					rplV		X928_RS05450	447		old_locus_tag=X928_05680
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	39587	40033	-	WP_103076394.1	WP_103076394.1		50S ribosomal protein L22	rplV		X928_RS05450	447	148	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	40046	40339	-					rpsS		X928_RS05455	294		old_locus_tag=X928_05685
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	40046	40339	-	WP_103076395.1	WP_103076395.1		30S ribosomal protein S19	rpsS		X928_RS05455	294	97	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	40373	41197	-					rplB		X928_RS05460	825		old_locus_tag=X928_05690
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	40373	41197	-	WP_103078837.1	WP_103078837.1		50S ribosomal protein L2	rplB		X928_RS05460	825	274	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	41214	41510	-					rplW		X928_RS05465	297		old_locus_tag=X928_05695
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	41214	41510	-	WP_103076397.1	WP_103076397.1		50S ribosomal protein L23	rplW		X928_RS05465	297	98	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	41510	42175	-					rplD		X928_RS05470	666		old_locus_tag=X928_05700
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	41510	42175	-	WP_103065579.1	WP_103065579.1		50S ribosomal protein L4	rplD		X928_RS05470	666	221	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	42192	42833	-					rplC		X928_RS05475	642		old_locus_tag=X928_05705
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	42192	42833	-	WP_103065580.1	WP_103065580.1		50S ribosomal protein L3	rplC		X928_RS05475	642	213	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	42893	43204	-					rpsJ		X928_RS05480	312		old_locus_tag=X928_05710
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	42893	43204	-	WP_103065581.1	WP_103065581.1		30S ribosomal protein S10	rpsJ		X928_RS05480	312	103	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	43282	44481	-					tuf		X928_RS05485	1200		old_locus_tag=X928_05715
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	43282	44481	-	WP_103065582.1	WP_103065582.1		elongation factor Tu	tuf		X928_RS05485	1200	399	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	44516	46603	-					fusA		X928_RS05490	2088		old_locus_tag=X928_05720
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	44516	46603	-	WP_103065583.1	WP_103065583.1		elongation factor G	fusA		X928_RS05490	2088	695	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	46629	47096	-					rpsG		X928_RS05495	468		old_locus_tag=X928_05725
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	46629	47096	-	WP_103076399.1	WP_103076399.1		30S ribosomal protein S7	rpsG		X928_RS05495	468	155	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	47116	47490	-					rpsL		X928_RS05500	375		old_locus_tag=X928_05730
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	47116	47490	-	WP_103076400.1	WP_103076400.1		30S ribosomal protein S12	rpsL		X928_RS05500	375	124	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	47697	49694	-							X928_RS05505	1998		old_locus_tag=X928_05735
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	47697	49694	-	WP_103078838.1	WP_103078838.1		ATP-dependent helicase			X928_RS05505	1998	665	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	49747	50991	-							X928_RS05510	1245		old_locus_tag=X928_05740
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	49747	50991	-	WP_103076402.1	WP_103076402.1		sigma-70 family RNA polymerase sigma factor			X928_RS05510	1245	414	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	51078	52817	-					dnaG		X928_RS05515	1740		old_locus_tag=X928_05745
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	51078	52817	-	WP_103078839.1	WP_103078839.1		DNA primase	dnaG		X928_RS05515	1740	579	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	52862	53269	-					rpsI		X928_RS05520	408		old_locus_tag=X928_05750
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	52862	53269	-	WP_103078840.1	WP_103078840.1		30S ribosomal protein S9	rpsI		X928_RS05520	408	135	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	53285	53740	-					rplM		X928_RS05525	456		old_locus_tag=X928_05755
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	53285	53740	-	WP_103078841.1	WP_103078841.1		50S ribosomal protein L13	rplM		X928_RS05525	456	151	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	53754	54314	-							X928_RS05530	561		old_locus_tag=X928_05760
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	53754	54314	-	WP_103078842.1	WP_103078842.1		ECF transporter S component			X928_RS05530	561	186	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	54322	54594	-					rpmA		X928_RS05535	273		old_locus_tag=X928_05765
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	54322	54594	-	WP_245857190.1	WP_245857190.1		50S ribosomal protein L27	rpmA		X928_RS05535	273	90	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	54596	54892	-							X928_RS05540	297		old_locus_tag=X928_05770
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	54596	54892	-	WP_103078844.1	WP_103078844.1		ribosomal-processing cysteine protease Prp			X928_RS05540	297	98	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	54898	55212	-					rplU		X928_RS05545	315		old_locus_tag=X928_05775
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	54898	55212	-	WP_103078845.1	WP_103078845.1		50S ribosomal protein L21	rplU		X928_RS05545	315	104	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	55328	57373	-							X928_RS05550	2046		old_locus_tag=X928_05780
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	55328	57373	-	WP_169926314.1	WP_169926314.1		transglycosylase domain-containing protein			X928_RS05550	2046	681	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	57818	58573	+							X928_RS05555	756		old_locus_tag=X928_05785
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	57818	58573	+	WP_103078847.1	WP_103078847.1		YebC/PmpR family DNA-binding transcriptional regulator			X928_RS05555	756	251	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	58645	59412	+							X928_RS05560	768		old_locus_tag=X928_05790
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	58645	59412	+	WP_146026638.1	WP_146026638.1		hypothetical protein			X928_RS05560	768	255	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	59428	60231	+							X928_RS05565	804		old_locus_tag=X928_05795
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	59428	60231	+	WP_103078849.1	WP_103078849.1		protein-glutamate O-methyltransferase CheR			X928_RS05565	804	267	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	60319	61374	+					mtnA		X928_RS05570	1056		old_locus_tag=X928_05800
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	60319	61374	+	WP_103078850.1	WP_103078850.1		S-methyl-5-thioribose-1-phosphate isomerase	mtnA		X928_RS05570	1056	351	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	61371	61838	+							X928_RS05575	468		old_locus_tag=X928_05805
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	61371	61838	+	WP_103078851.1	WP_103078851.1		YfcE family phosphodiesterase			X928_RS05575	468	155	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	61851	62978	-							X928_RS05580	1128		old_locus_tag=X928_05810
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	61851	62978	-	WP_103078852.1	WP_103078852.1		family 1 glycosylhydrolase			X928_RS05580	1128	375	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	62993	64201	-							X928_RS05585	1209		old_locus_tag=X928_05815
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	62993	64201	-	WP_103078853.1	WP_103078853.1		ABC transporter permease			X928_RS05585	1209	402	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	64188	64883	-							X928_RS05590	696		old_locus_tag=X928_05820
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	64188	64883	-	WP_211286453.1	WP_211286453.1		ABC transporter ATP-binding protein			X928_RS05590	696	231	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	64883	65950	-							X928_RS05595	1068		old_locus_tag=X928_05825
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	64883	65950	-	WP_103078854.1	WP_103078854.1		efflux RND transporter periplasmic adaptor subunit			X928_RS05595	1068	355	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	65947	67290	-							X928_RS05600	1344		old_locus_tag=X928_05830
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	65947	67290	-	WP_103078855.1	WP_103078855.1		hypothetical protein			X928_RS05600	1344	447	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	67287	68288	-							X928_RS05605	1002		old_locus_tag=X928_05835
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	67287	68288	-	WP_103078856.1	WP_103078856.1		TolC family protein			X928_RS05605	1002	333	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	68636	68749	+							X928_RS10260	114		
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	68636	68749	+	WP_245857187.1	WP_245857187.1		helix-turn-helix domain-containing protein			X928_RS10260	114	37	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	68998	69144	+							X928_RS10265	147		
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	68998	69144	+	WP_245857188.1	WP_245857188.1		transposase			X928_RS10265	147	48	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	69353	69535	+							X928_RS05615	183		old_locus_tag=X928_05840
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	69353	69535	+	WP_245857191.1	WP_245857191.1		transposase			X928_RS05615	183	60	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	70020	70922	+							X928_RS05620	903		old_locus_tag=X928_05845
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	70020	70922	+	WP_103078857.1	WP_103078857.1		ABC transporter ATP-binding protein			X928_RS05620	903	300	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	71051	72136	+							X928_RS05625	1086		old_locus_tag=X928_05850
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	71051	72136	+	WP_169926315.1	WP_169926315.1		ABC transporter permease			X928_RS05625	1086	361	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	72220	74112	+					ftsH		X928_RS05630	1893		old_locus_tag=X928_05855
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	72220	74112	+	WP_103078859.1	WP_103078859.1		ATP-dependent zinc metalloprotease FtsH	ftsH		X928_RS05630	1893	630	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	74149	74418	+							X928_RS05635	270		old_locus_tag=X928_05860
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	74149	74418	+	WP_103078860.1	WP_103078860.1		metal-sensitive transcriptional regulator			X928_RS05635	270	89	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	74548	75828	+							X928_RS05640	1281		old_locus_tag=X928_05865
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	74548	75828	+	WP_103078861.1	WP_103078861.1		S41 family peptidase			X928_RS05640	1281	426	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	75830	76519	+							X928_RS05645	690		old_locus_tag=X928_05870
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	75830	76519	+	WP_103078862.1	WP_103078862.1		hypothetical protein			X928_RS05645	690	229	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	76524	76961	+							X928_RS05650	438		old_locus_tag=X928_05875
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	76524	76961	+	WP_103078863.1	WP_103078863.1		hypothetical protein			X928_RS05650	438	145	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	76958	79354	+							X928_RS05655	2397		old_locus_tag=X928_05880
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	76958	79354	+	WP_169926316.1	WP_169926316.1		MMPL family transporter			X928_RS05655	2397	798	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	79364	81808	-							X928_RS05660	2445		old_locus_tag=X928_05885
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	79364	81808	-	WP_103078865.1	WP_103078865.1		hypothetical protein			X928_RS05660	2445	814	
gene	tRNA	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	81958	82043	+							X928_RS05665	86		old_locus_tag=X928_05890
tRNA		GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	81958	82043	+				tRNA-Leu			X928_RS05665	86		anticodon=TAA
gene	tRNA	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	82076	82152	+							X928_RS05670	77		old_locus_tag=X928_05895
tRNA		GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	82076	82152	+				tRNA-Met			X928_RS05670	77		anticodon=CAT
gene	tRNA	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	82163	82239	+							X928_RS05675	77		old_locus_tag=X928_05900
tRNA		GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	82163	82239	+				tRNA-Met			X928_RS05675	77		anticodon=CAT
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	82327	84465	-							X928_RS05680	2139		old_locus_tag=X928_05905
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	82327	84465	-	WP_103078866.1	WP_103078866.1		alpha-galactosidase			X928_RS05680	2139	712	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	84531	85703	-							X928_RS05685	1173		old_locus_tag=X928_05910
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	84531	85703	-	WP_103078867.1	WP_103078867.1		MFS transporter			X928_RS05685	1173	390	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	86133	87335	-							X928_RS05690	1203		old_locus_tag=X928_05915
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	86133	87335	-	WP_103078868.1	WP_103078868.1		maltose ABC transporter substrate-binding protein			X928_RS05690	1203	400	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	87532	89595	-							X928_RS05695	2064		old_locus_tag=X928_05920
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	87532	89595	-	WP_103078869.1	WP_103078869.1		beta-galactosidase			X928_RS05695	2064	687	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	89658	91367	-					uidA		X928_RS05700	1710		old_locus_tag=X928_05925
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000026.1	89658	91367	-	WP_103078870.1	WP_103078870.1		beta-glucuronidase	uidA		X928_RS05700	1710	569	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000027.1	1	503	-							X928_RS05705	503		partial;old_locus_tag=X928_05935
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000027.1	1	503	-	WP_146026640.1	WP_146026640.1		RNA-guided endonuclease TnpB family protein			X928_RS05705	503	168	partial
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000027.1	679	1785	+					wecB		X928_RS05710	1107		old_locus_tag=X928_05940
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000027.1	679	1785	+	WP_103078872.1	WP_103078872.1		UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)	wecB		X928_RS05710	1107	368	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000027.1	1773	2774	-							X928_RS05715	1002		old_locus_tag=X928_05945
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000027.1	1773	2774	-	WP_103078873.1	WP_103078873.1		DUF4868 domain-containing protein			X928_RS05715	1002	333	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000027.1	2771	3286	-							X928_RS05720	516		old_locus_tag=X928_05950
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000027.1	2771	3286	-	WP_103078874.1	WP_103078874.1		hypothetical protein			X928_RS05720	516	171	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000027.1	3473	4582	+							X928_RS05725	1110		old_locus_tag=X928_05955
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000027.1	3473	4582	+	WP_103078875.1	WP_103078875.1		glycosyltransferase			X928_RS05725	1110	369	
gene	protein_coding	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000027.1	4874	5863	+							X928_RS05730	990		old_locus_tag=X928_05960
CDS	with_protein	GCF_002895605.1	Primary Assembly	unplaced scaffold		NZ_AZRM01000027.1	4874	5863	+	WP_169926318.1	WP_169926318.1		LacI family transcriptional regulator			X928_RS05730	990	329	
