# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000003.1	100228	100539	-	WP_072862844.1	WP_072862844.1		50S ribosomal protein L21	rplU		BUA62_RS01850	312	103	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000003.1	100680	101459	-							BUA62_RS01855	780		old_locus_tag=SAMN02745164_00372
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000003.1	100680	101459	-	WP_072862847.1	WP_072862847.1		exodeoxyribonuclease III			BUA62_RS01855	780	259	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000003.1	101666	103114	+							BUA62_RS01860	1449		old_locus_tag=SAMN02745164_00373
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000003.1	101666	103114	+	WP_072862849.1	WP_072862849.1		aminoacyl-histidine dipeptidase			BUA62_RS01860	1449	482	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	245	529	+							BUA62_RS02300	285		old_locus_tag=SAMN02745164_00463
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	245	529	+	WP_072863045.1	WP_072863045.1		PfkB family carbohydrate kinase			BUA62_RS02300	285	94	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	606	1586	-							BUA62_RS02305	981		old_locus_tag=SAMN02745164_00464
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	606	1586	-	WP_072863047.1	WP_072863047.1		2-hydroxyacid dehydrogenase			BUA62_RS02305	981	326	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	1792	4770	+							BUA62_RS02310	2979		old_locus_tag=SAMN02745164_00465
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	1792	4770	+	WP_072863050.1	WP_072863050.1		alpha-mannosidase			BUA62_RS02310	2979	992	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	4773	5753	+							BUA62_RS02315	981		old_locus_tag=SAMN02745164_00466
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	4773	5753	+	WP_072863052.1	WP_072863052.1		dipeptidase			BUA62_RS02315	981	326	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	5789	6229	-							BUA62_RS02320	441		old_locus_tag=SAMN02745164_00467
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	5789	6229	-	WP_072863054.1	WP_072863054.1		OsmC family protein			BUA62_RS02320	441	146	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	6412	7038	+					pcp		BUA62_RS02325	627		old_locus_tag=SAMN02745164_00468
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	6412	7038	+	WP_072863056.1	WP_072863056.1		pyroglutamyl-peptidase I	pcp		BUA62_RS02325	627	208	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	7051	8082	-							BUA62_RS02330	1032		old_locus_tag=SAMN02745164_00469
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	7051	8082	-	WP_072863058.1	WP_072863058.1		dipeptide epimerase			BUA62_RS02330	1032	343	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	8075	9424	-							BUA62_RS02335	1350		old_locus_tag=SAMN02745164_00470
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	8075	9424	-	WP_072863060.1	WP_072863060.1		transglutaminase domain-containing protein			BUA62_RS02335	1350	449	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	9644	10261	+							BUA62_RS02340	618		old_locus_tag=SAMN02745164_00471
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	9644	10261	+	WP_072863062.1	WP_072863062.1		hypothetical protein			BUA62_RS02340	618	205	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	10532	12001	-							BUA62_RS02345	1470		old_locus_tag=SAMN02745164_00472
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	10532	12001	-	WP_072863064.1	WP_072863064.1		recombinase family protein			BUA62_RS02345	1470	489	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	11998	12168	-							BUA62_RS11435	171		old_locus_tag=SAMN02745164_00473
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	11998	12168	-	WP_159429488.1	WP_159429488.1		hypothetical protein			BUA62_RS11435	171	56	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	12307	13143	-							BUA62_RS02350	837		old_locus_tag=SAMN02745164_00474
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	12307	13143	-	WP_072863066.1	WP_072863066.1		DNA adenine methylase			BUA62_RS02350	837	278	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	13245	14894	-							BUA62_RS02355	1650		old_locus_tag=SAMN02745164_00475
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	13245	14894	-	WP_072863068.1	WP_072863068.1		AAA family ATPase			BUA62_RS02355	1650	549	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	15016	15519	-							BUA62_RS02360	504		old_locus_tag=SAMN02745164_00476
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	15016	15519	-	WP_072863070.1	WP_072863070.1		hypothetical protein			BUA62_RS02360	504	167	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	15592	15852	-							BUA62_RS02365	261		old_locus_tag=SAMN02745164_00477
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	15592	15852	-	WP_072863072.1	WP_072863072.1		DUF2283 domain-containing protein			BUA62_RS02365	261	86	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	15855	16301	-							BUA62_RS02370	447		old_locus_tag=SAMN02745164_00478
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	15855	16301	-	WP_072863074.1	WP_072863074.1		hypothetical protein			BUA62_RS02370	447	148	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	16314	16832	-							BUA62_RS02375	519		old_locus_tag=SAMN02745164_00479
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	16314	16832	-	WP_072863076.1	WP_072863076.1		helix-turn-helix transcriptional regulator			BUA62_RS02375	519	172	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	16845	17285	-							BUA62_RS02380	441		old_locus_tag=SAMN02745164_00480
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	16845	17285	-	WP_072863078.1	WP_072863078.1		hypothetical protein			BUA62_RS02380	441	146	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	17466	18086	-							BUA62_RS02385	621		old_locus_tag=SAMN02745164_00481
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	17466	18086	-	WP_072863081.1	WP_072863081.1		XRE family transcriptional regulator			BUA62_RS02385	621	206	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	18270	18479	+							BUA62_RS02390	210		old_locus_tag=SAMN02745164_00482
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	18270	18479	+	WP_072863083.1	WP_072863083.1		helix-turn-helix domain-containing protein			BUA62_RS02390	210	69	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	18484	19200	+							BUA62_RS02395	717		old_locus_tag=SAMN02745164_00483
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	18484	19200	+	WP_072863085.1	WP_072863085.1		phage antirepressor KilAC domain-containing protein			BUA62_RS02395	717	238	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	19299	19490	-							BUA62_RS02400	192		old_locus_tag=SAMN02745164_00484
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	19299	19490	-	WP_072863087.1	WP_072863087.1		hypothetical protein			BUA62_RS02400	192	63	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	19537	20259	-							BUA62_RS02405	723		old_locus_tag=SAMN02745164_00485
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	19537	20259	-	WP_072863089.1	WP_072863089.1		hypothetical protein			BUA62_RS02405	723	240	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	20333	20686	-							BUA62_RS02410	354		old_locus_tag=SAMN02745164_00486
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	20333	20686	-	WP_072863091.1	WP_072863091.1		helix-turn-helix transcriptional regulator			BUA62_RS02410	354	117	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	20853	21086	+							BUA62_RS02415	234		old_locus_tag=SAMN02745164_00487
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	20853	21086	+	WP_072863093.1	WP_072863093.1		helix-turn-helix transcriptional regulator			BUA62_RS02415	234	77	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	21114	21275	+							BUA62_RS11440	162		old_locus_tag=SAMN02745164_00488
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	21114	21275	+	WP_156166116.1	WP_156166116.1		hypothetical protein			BUA62_RS11440	162	53	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	21290	21751	+							BUA62_RS02420	462		old_locus_tag=SAMN02745164_00489
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	21290	21751	+	WP_072863095.1	WP_072863095.1		hypothetical protein			BUA62_RS02420	462	153	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	21830	22312	+							BUA62_RS02425	483		old_locus_tag=SAMN02745164_00490
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	21830	22312	+	WP_072863097.1	WP_072863097.1		hypothetical protein			BUA62_RS02425	483	160	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	22305	23186	+					bet		BUA62_RS02430	882		old_locus_tag=SAMN02745164_00491
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	22305	23186	+	WP_072863099.1	WP_072863099.1		phage recombination protein Bet	bet		BUA62_RS02430	882	293	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	23511	23699	+							BUA62_RS02435	189		old_locus_tag=SAMN02745164_00492
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	23511	23699	+	WP_072863101.1	WP_072863101.1		helix-turn-helix domain-containing protein			BUA62_RS02435	189	62	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	23783	24520	+							BUA62_RS02440	738		old_locus_tag=SAMN02745164_00493
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	23783	24520	+	WP_072863104.1	WP_072863104.1		hypothetical protein			BUA62_RS02440	738	245	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	24483	25892	+					dnaB		BUA62_RS02445	1410		old_locus_tag=SAMN02745164_00494
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	24483	25892	+	WP_072863106.1	WP_072863106.1		replicative DNA helicase	dnaB		BUA62_RS02445	1410	469	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	25889	26050	+							BUA62_RS11445	162		old_locus_tag=SAMN02745164_00495
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	25889	26050	+	WP_159429489.1	WP_159429489.1		hypothetical protein			BUA62_RS11445	162	53	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	26055	26480	+							BUA62_RS02450	426		old_locus_tag=SAMN02745164_00496
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	26055	26480	+	WP_072863108.1	WP_072863108.1		single-stranded DNA-binding protein			BUA62_RS02450	426	141	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	26492	26911	+					dut		BUA62_RS02455	420		old_locus_tag=SAMN02745164_00497
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	26492	26911	+	WP_072863110.1	WP_072863110.1		dUTP diphosphatase	dut		BUA62_RS02455	420	139	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	26911	27186	+							BUA62_RS02460	276		old_locus_tag=SAMN02745164_00498
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	26911	27186	+	WP_072863112.1	WP_072863112.1		hypothetical protein			BUA62_RS02460	276	91	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	27190	27435	+							BUA62_RS02465	246		old_locus_tag=SAMN02745164_00499
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	27190	27435	+	WP_072863114.1	WP_072863114.1		hypothetical protein			BUA62_RS02465	246	81	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	27419	27784	+							BUA62_RS02470	366		old_locus_tag=SAMN02745164_00500
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	27419	27784	+	WP_072863116.1	WP_072863116.1		RusA family crossover junction endodeoxyribonuclease			BUA62_RS02470	366	121	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	27795	28025	+							BUA62_RS02475	231		old_locus_tag=SAMN02745164_00501
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	27795	28025	+	WP_072863118.1	WP_072863118.1		hypothetical protein			BUA62_RS02475	231	76	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	28040	28522	+							BUA62_RS02480	483		old_locus_tag=SAMN02745164_00502
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	28040	28522	+	WP_072863121.1	WP_072863121.1		sigma-70 family RNA polymerase sigma factor			BUA62_RS02480	483	160	
gene	tRNA	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	28670	28744	+							BUA62_RS02485	75		old_locus_tag=SAMN02745164_00503
tRNA		GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	28670	28744	+				tRNA-Pro			BUA62_RS02485	75		anticodon=TGG
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	28949	29410	+							BUA62_RS02490	462		old_locus_tag=SAMN02745164_00504
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	28949	29410	+	WP_072863123.1	WP_072863123.1		hypothetical protein			BUA62_RS02490	462	153	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	29367	30743	+					terL		BUA62_RS02495	1377		old_locus_tag=SAMN02745164_00505
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	29367	30743	+	WP_072863125.1	WP_072863125.1		phage terminase large subunit	terL		BUA62_RS02495	1377	458	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	30748	31896	+							BUA62_RS02500	1149		old_locus_tag=SAMN02745164_00506
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	30748	31896	+	WP_072863127.1	WP_072863127.1		DUF935 family protein			BUA62_RS02500	1149	382	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	31883	32806	+							BUA62_RS02505	924		old_locus_tag=SAMN02745164_00507
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	31883	32806	+	WP_072863129.1	WP_072863129.1		minor capsid protein			BUA62_RS02505	924	307	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	32851	33741	+							BUA62_RS02510	891		old_locus_tag=SAMN02745164_00508
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	32851	33741	+	WP_072863131.1	WP_072863131.1		hypothetical protein			BUA62_RS02510	891	296	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	33744	34037	+							BUA62_RS02515	294		old_locus_tag=SAMN02745164_00509
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	33744	34037	+	WP_072863133.1	WP_072863133.1		hypothetical protein			BUA62_RS02515	294	97	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	34050	35057	+							BUA62_RS02520	1008		old_locus_tag=SAMN02745164_00510
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	34050	35057	+	WP_072863135.1	WP_072863135.1		major capsid protein			BUA62_RS02520	1008	335	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	35104	35460	+							BUA62_RS02525	357		old_locus_tag=SAMN02745164_00511
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	35104	35460	+	WP_072863137.1	WP_072863137.1		hypothetical protein			BUA62_RS02525	357	118	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	35462	35881	+							BUA62_RS02530	420		old_locus_tag=SAMN02745164_00512
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	35462	35881	+	WP_072863140.1	WP_072863140.1		phage virion morphogenesis protein			BUA62_RS02530	420	139	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	35885	36196	+							BUA62_RS02535	312		old_locus_tag=SAMN02745164_00513
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	35885	36196	+	WP_072863142.1	WP_072863142.1		hypothetical protein			BUA62_RS02535	312	103	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	36212	37177	+							BUA62_RS02540	966		old_locus_tag=SAMN02745164_00514
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	36212	37177	+	WP_072863144.1	WP_072863144.1		phage tail tube protein			BUA62_RS02540	966	321	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	37194	37568	+							BUA62_RS02545	375		old_locus_tag=SAMN02745164_00515
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	37194	37568	+	WP_072863146.1	WP_072863146.1		hypothetical protein			BUA62_RS02545	375	124	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	37552	38040	+							BUA62_RS02550	489		old_locus_tag=SAMN02745164_00516
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	37552	38040	+	WP_072863148.1	WP_072863148.1		hypothetical protein			BUA62_RS02550	489	162	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	38046	41966	+							BUA62_RS02555	3921		old_locus_tag=SAMN02745164_00517
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	38046	41966	+	WP_072863150.1	WP_072863150.1		phage tail tape measure protein			BUA62_RS02555	3921	1306	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	42011	42613	+							BUA62_RS02560	603		old_locus_tag=SAMN02745164_00518
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	42011	42613	+	WP_047267171.1	WP_047267171.1		hypothetical protein			BUA62_RS02560	603	200	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	42837	43181	+							BUA62_RS02565	345		old_locus_tag=SAMN02745164_00519
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	42837	43181	+	WP_072863153.1	WP_072863153.1		hypothetical protein			BUA62_RS02565	345	114	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	43211	44278	+							BUA62_RS02570	1068		old_locus_tag=SAMN02745164_00520
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	43211	44278	+	WP_143148307.1	WP_143148307.1		hypothetical protein			BUA62_RS02570	1068	355	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	44320	48729	+							BUA62_RS02575	4410		old_locus_tag=SAMN02745164_00521
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	44320	48729	+	WP_072863157.1	WP_072863157.1		hypothetical protein			BUA62_RS02575	4410	1469	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	48747	48896	+							BUA62_RS11450	150		old_locus_tag=SAMN02745164_00522
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	48747	48896	+	WP_159429490.1	WP_159429490.1		hypothetical protein			BUA62_RS11450	150	49	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	48938	49699	+							BUA62_RS02580	762		old_locus_tag=SAMN02745164_00523
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	48938	49699	+	WP_047265193.1	WP_047265193.1		metallophosphoesterase			BUA62_RS02580	762	253	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	49704	49994	+							BUA62_RS02585	291		old_locus_tag=SAMN02745164_00524
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	49704	49994	+	WP_047265194.1	WP_047265194.1		hypothetical protein			BUA62_RS02585	291	96	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	50000	50380	+							BUA62_RS02590	381		old_locus_tag=SAMN02745164_00525
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	50000	50380	+	WP_072863159.1	WP_072863159.1		hypothetical protein			BUA62_RS02590	381	126	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	50937	51236	+							BUA62_RS02595	300		old_locus_tag=SAMN02745164_00526
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	50937	51236	+	WP_072863161.1	WP_072863161.1		hypothetical protein			BUA62_RS02595	300	99	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	51236	51526	+							BUA62_RS02600	291		old_locus_tag=SAMN02745164_00527
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	51236	51526	+	WP_072863163.1	WP_072863163.1		hypothetical protein			BUA62_RS02600	291	96	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	51523	52086	+							BUA62_RS02605	564		old_locus_tag=SAMN02745164_00528
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	51523	52086	+	WP_072863165.1	WP_072863165.1		hypothetical protein			BUA62_RS02605	564	187	
gene	tRNA	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	52153	52227	-							BUA62_RS02610	75		old_locus_tag=SAMN02745164_00529
tRNA		GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	52153	52227	-				tRNA-Glu			BUA62_RS02610	75		anticodon=CTC
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	52271	53131	-							BUA62_RS02615	861		old_locus_tag=SAMN02745164_00530
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	52271	53131	-	WP_072863167.1	WP_072863167.1		sugar transferase			BUA62_RS02615	861	286	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	53184	53708	-							BUA62_RS02620	525		old_locus_tag=SAMN02745164_00531
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	53184	53708	-	WP_072863169.1	WP_072863169.1		DUF402 domain-containing protein			BUA62_RS02620	525	174	
gene	protein_coding	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	53839	55458	+							BUA62_RS02625	1620		old_locus_tag=SAMN02745164_00532
CDS	with_protein	GCF_900129175.1	Primary Assembly	unplaced scaffold		NZ_FQUI01000005.1	53839	55458	+	WP_072863171.1	WP_072863171.1		AAA family ATPase			BUA62_RS02625	1620	539	
