# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1254027	1256225	+							PMOB_RS06020	2199		old_locus_tag=Pmob_1170
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1254027	1256225	+	WP_012208989.1	WP_012208989.1		cobalamin-dependent protein			PMOB_RS06020	2199	732	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1256316	1257428	+					dnaN		PMOB_RS06025	1113		old_locus_tag=Pmob_1171
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1256316	1257428	+	WP_012208990.1	WP_012208990.1		DNA polymerase III subunit beta	dnaN		PMOB_RS06025	1113	370	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1257432	1257920	+					ispF		PMOB_RS06030	489		old_locus_tag=Pmob_1172
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1257432	1257920	+	WP_012208991.1	WP_012208991.1		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ispF		PMOB_RS06030	489	162	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1257910	1258575	+							PMOB_RS06035	666		old_locus_tag=Pmob_1173
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1257910	1258575	+	WP_012208992.1	WP_012208992.1		endonuclease V			PMOB_RS06035	666	221	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1258581	1259720	+							PMOB_RS06040	1140		old_locus_tag=Pmob_1174
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1258581	1259720	+	WP_012208993.1	WP_012208993.1		MFS transporter			PMOB_RS06040	1140	379	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1259750	1261249	+							PMOB_RS06045	1500		old_locus_tag=Pmob_1175
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1259750	1261249	+	WP_012208994.1	WP_012208994.1		YifB family Mg chelatase-like AAA ATPase			PMOB_RS06045	1500	499	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1261246	1262094	+							PMOB_RS06050	849		old_locus_tag=Pmob_1176
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1261246	1262094	+	WP_012208995.1	WP_012208995.1		thermonuclease family protein			PMOB_RS06050	849	282	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1262147	1262716	+							PMOB_RS06055	570		old_locus_tag=Pmob_1177
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1262147	1262716	+	WP_012208996.1	WP_012208996.1		GNAT family N-acetyltransferase			PMOB_RS06055	570	189	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1262713	1263360	+							PMOB_RS06060	648		old_locus_tag=Pmob_1178
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1262713	1263360	+	WP_012208997.1	WP_012208997.1		hemolysin III family protein			PMOB_RS06060	648	215	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1263364	1264248	-							PMOB_RS06065	885		old_locus_tag=Pmob_1179
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1263364	1264248	-	WP_012208998.1	WP_012208998.1		bifunctional enoyl-CoA hydratase/phosphate acetyltransferase			PMOB_RS06065	885	294	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1264275	1265642	-							PMOB_RS06070	1368		old_locus_tag=Pmob_1180
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1264275	1265642	-	WP_012208999.1	WP_012208999.1		MATE family efflux transporter			PMOB_RS06070	1368	455	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1265823	1267985	-							PMOB_RS06075	2163		old_locus_tag=Pmob_1181
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1265823	1267985	-	WP_012209000.1	WP_012209000.1		RNA-binding transcriptional accessory protein			PMOB_RS06075	2163	720	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1268043	1269113	-							PMOB_RS06080	1071		old_locus_tag=Pmob_1182
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1268043	1269113	-	WP_012209001.1	WP_012209001.1		galactose mutarotase			PMOB_RS06080	1071	356	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1269348	1269746	+							PMOB_RS06085	399		old_locus_tag=Pmob_1183
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1269348	1269746	+	WP_012209002.1	WP_012209002.1		transposase			PMOB_RS06085	399	132	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1269743	1270177	+							PMOB_RS10435	435		old_locus_tag=Pmob_1184
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1269743	1270177	+	WP_081429255.1	WP_081429255.1		IS3 family transposase			PMOB_RS10435	435	144	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1270183	1270989	-							PMOB_RS06095	807		old_locus_tag=Pmob_1185
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1270183	1270989	-	WP_012209004.1	WP_012209004.1		ABC transporter permease subunit			PMOB_RS06095	807	268	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1270986	1271849	-							PMOB_RS06100	864		old_locus_tag=Pmob_1186
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1270986	1271849	-	WP_231282496.1	WP_231282496.1		ABC transporter ATP-binding protein			PMOB_RS06100	864	287	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1272180	1272422	-							PMOB_RS06105	243		old_locus_tag=Pmob_1187
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1272180	1272422	-	WP_231282458.1	WP_231282458.1		hypothetical protein			PMOB_RS06105	243	80	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1272954	1273163	-							PMOB_RS06110	210		old_locus_tag=Pmob_1188
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1272954	1273163	-	WP_012209006.1	WP_012209006.1		DUF2922 domain-containing protein			PMOB_RS06110	210	69	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1273181	1273381	-							PMOB_RS06115	201		old_locus_tag=Pmob_1189
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1273181	1273381	-	WP_012209007.1	WP_012209007.1		hypothetical protein			PMOB_RS06115	201	66	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1273453	1273659	-							PMOB_RS06120	207		old_locus_tag=Pmob_1190
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1273453	1273659	-	WP_012209008.1	WP_012209008.1		hypothetical protein			PMOB_RS06120	207	68	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1274793	1276853	+							PMOB_RS10925	2061		old_locus_tag=Pmob_1191
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1274793	1276853	+	WP_012209009.1	WP_012209009.1		hypothetical protein			PMOB_RS10925	2061	686	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1277243	1278175	-							PMOB_RS06130	933		old_locus_tag=Pmob_1193
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1277243	1278175	-	WP_012209011.1	WP_012209011.1		iron-containing alcohol dehydrogenase			PMOB_RS06130	933	310	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1278358	1278588	-							PMOB_RS06135	231		old_locus_tag=Pmob_1194
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1278358	1278588	-	WP_012209012.1	WP_012209012.1		hypothetical protein			PMOB_RS06135	231	76	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1278682	1279944	+							PMOB_RS06140	1263		old_locus_tag=Pmob_1195
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1278682	1279944	+	WP_012208365.1	WP_012208365.1		IS110 family transposase			PMOB_RS06140	1263	420	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1280023	1280652	-							PMOB_RS06145	630		old_locus_tag=Pmob_1196
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1280023	1280652	-	WP_012209013.1	WP_012209013.1		lipid-binding SYLF domain-containing protein			PMOB_RS06145	630	209	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1280792	1281535	-							PMOB_RS06150	744		old_locus_tag=Pmob_1197
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1280792	1281535	-	WP_012209014.1	WP_012209014.1		undecaprenyl-diphosphate phosphatase			PMOB_RS06150	744	247	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1281707	1282132	-					aroQ		PMOB_RS06155	426		old_locus_tag=Pmob_1198
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1281707	1282132	-	WP_012209015.1	WP_012209015.1		type II 3-dehydroquinate dehydratase	aroQ		PMOB_RS06155	426	141	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1282129	1283616	-					aroB		PMOB_RS06160	1488		old_locus_tag=Pmob_1199
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1282129	1283616	-	WP_012209016.1	WP_012209016.1		bifunctional shikimate kinase AroK/3-dehydroquinate synthase AroB	aroB		PMOB_RS06160	1488	495	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1283628	1284734	-					aroC		PMOB_RS06165	1107		old_locus_tag=Pmob_1200
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1283628	1284734	-	WP_012209017.1	WP_012209017.1		chorismate synthase	aroC		PMOB_RS06165	1107	368	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1284736	1285524	-							PMOB_RS06170	789		old_locus_tag=Pmob_1201
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1284736	1285524	-	WP_155811073.1	WP_155811073.1		shikimate dehydrogenase			PMOB_RS06170	789	262	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1285521	1286819	-					aroA		PMOB_RS06175	1299		old_locus_tag=Pmob_1202
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1285521	1286819	-	WP_012209019.1	WP_012209019.1		3-phosphoshikimate 1-carboxyvinyltransferase	aroA		PMOB_RS06175	1299	432	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1286999	1287841	-							PMOB_RS06180	843		old_locus_tag=Pmob_1203
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1286999	1287841	-	WP_012209020.1	WP_012209020.1		prephenate dehydrogenase/arogenate dehydrogenase family protein			PMOB_RS06180	843	280	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1287877	1288896	-					aroF		PMOB_RS06185	1020		old_locus_tag=Pmob_1204
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1287877	1288896	-	WP_012209021.1	WP_012209021.1		3-deoxy-7-phosphoheptulonate synthase	aroF		PMOB_RS06185	1020	339	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1289344	1290015	+							PMOB_RS06190	672		old_locus_tag=Pmob_1205
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1289344	1290015	+	WP_012209022.1	WP_012209022.1		zinc metallopeptidase			PMOB_RS06190	672	223	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1290028	1290297	+							PMOB_RS06195	270		old_locus_tag=Pmob_1206
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1290028	1290297	+	WP_012209023.1	WP_012209023.1		acylphosphatase			PMOB_RS06195	270	89	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1290330	1291106	-					trpA		PMOB_RS06200	777		old_locus_tag=Pmob_1207
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1290330	1291106	-	WP_012209024.1	WP_012209024.1		tryptophan synthase subunit alpha	trpA		PMOB_RS06200	777	258	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1291103	1292284	-					trpB		PMOB_RS06205	1182		old_locus_tag=Pmob_1208
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1291103	1292284	-	WP_012209025.1	WP_012209025.1		tryptophan synthase subunit beta	trpB		PMOB_RS06205	1182	393	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1292757	1293380	-							PMOB_RS06210	624		old_locus_tag=Pmob_1209
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1292757	1293380	-	WP_012209026.1	WP_012209026.1		phosphoribosylanthranilate isomerase			PMOB_RS06210	624	207	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1293377	1294138	-					trpC		PMOB_RS06215	762		old_locus_tag=Pmob_1210
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1293377	1294138	-	WP_012209027.1	WP_012209027.1		indole-3-glycerol phosphate synthase TrpC	trpC		PMOB_RS06215	762	253	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1294152	1295186	-					trpD		PMOB_RS06220	1035		old_locus_tag=Pmob_1211
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1294152	1295186	-	WP_012209028.1	WP_012209028.1		anthranilate phosphoribosyltransferase	trpD		PMOB_RS06220	1035	344	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1295179	1295769	-							PMOB_RS06225	591		old_locus_tag=Pmob_1212
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1295179	1295769	-	WP_012209029.1	WP_012209029.1		aminodeoxychorismate/anthranilate synthase component II			PMOB_RS06225	591	196	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1295771	1297249	-							PMOB_RS06230	1479		old_locus_tag=Pmob_1213
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1295771	1297249	-	WP_012209030.1	WP_012209030.1		anthranilate synthase component I family protein			PMOB_RS06230	1479	492	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1297697	1297858	-							PMOB_RS10610	162		
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1297697	1297858	-	WP_231282497.1	WP_231282497.1		Rpn family recombination-promoting nuclease/putative transposase			PMOB_RS10610	162	53	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1298472	1299569	+							PMOB_RS06235	1098		old_locus_tag=Pmob_1215
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1298472	1299569	+	WP_231282459.1	WP_231282459.1		DUF4065 domain-containing protein			PMOB_RS06235	1098	365	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1300001	1300837	+							PMOB_RS06240	837		old_locus_tag=Pmob_1216
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1300001	1300837	+	WP_012209032.1	WP_012209032.1		DegV family protein			PMOB_RS06240	837	278	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1300985	1301935	-							PMOB_RS06245	951		old_locus_tag=Pmob_1217
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1300985	1301935	-	WP_012209033.1	WP_012209033.1		ROK family protein			PMOB_RS06245	951	316	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1302208	1302891	+					ispD		PMOB_RS06250	684		old_locus_tag=Pmob_1218
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1302208	1302891	+	WP_012209034.1	WP_012209034.1		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	ispD		PMOB_RS06250	684	227	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1302888	1303997	-							PMOB_RS06255	1110		old_locus_tag=Pmob_1219
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1302888	1303997	-	WP_012209035.1	WP_012209035.1		amidohydrolase			PMOB_RS06255	1110	369	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1303994	1305133	-							PMOB_RS06260	1140		old_locus_tag=Pmob_1220
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1303994	1305133	-	WP_012209036.1	WP_012209036.1		aminotransferase class III-fold pyridoxal phosphate-dependent enzyme			PMOB_RS06260	1140	379	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1305130	1306329	-							PMOB_RS06265	1200		old_locus_tag=Pmob_1221
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1305130	1306329	-	WP_012209037.1	WP_012209037.1		aspartate kinase			PMOB_RS06265	1200	399	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1306364	1307065	-					dapD		PMOB_RS06270	702		old_locus_tag=Pmob_1222
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1306364	1307065	-	WP_012209038.1	WP_012209038.1		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase	dapD		PMOB_RS06270	702	233	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1307079	1307717	-							PMOB_RS06275	639		old_locus_tag=Pmob_1223
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1307079	1307717	-	WP_012209039.1	WP_012209039.1		4-hydroxy-tetrahydrodipicolinate reductase			PMOB_RS06275	639	212	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1307714	1308592	-					dapA		PMOB_RS06280	879		old_locus_tag=Pmob_1224
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1307714	1308592	-	WP_012209040.1	WP_012209040.1		4-hydroxy-tetrahydrodipicolinate synthase	dapA		PMOB_RS06280	879	292	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1308758	1309990	-					lysA		PMOB_RS06285	1233		old_locus_tag=Pmob_1225
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1308758	1309990	-	WP_041534086.1	WP_041534086.1		diaminopimelate decarboxylase	lysA		PMOB_RS06285	1233	410	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1310001	1310972	-							PMOB_RS06290	972		old_locus_tag=Pmob_1226
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1310001	1310972	-	WP_012209042.1	WP_012209042.1		aspartate-semialdehyde dehydrogenase			PMOB_RS06290	972	323	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1311297	1311782	-							PMOB_RS06295	486		old_locus_tag=Pmob_1227
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1311297	1311782	-	WP_012209043.1	WP_012209043.1		HPP family protein			PMOB_RS06295	486	161	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1311812	1314073	-							PMOB_RS06300	2262		old_locus_tag=Pmob_1228
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1311812	1314073	-	WP_012209044.1	WP_012209044.1		BamA/TamA family outer membrane protein			PMOB_RS06300	2262	753	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1314484	1315269	-					thyX		PMOB_RS06305	786		old_locus_tag=Pmob_1229
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1314484	1315269	-	WP_012209045.1	WP_012209045.1		FAD-dependent thymidylate synthase	thyX		PMOB_RS06305	786	261	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1315266	1316471	-							PMOB_RS06310	1206		old_locus_tag=Pmob_1230
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1315266	1316471	-	WP_012209046.1	WP_012209046.1		tetratricopeptide repeat protein			PMOB_RS06310	1206	401	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1316741	1318129	-							PMOB_RS06315	1389		old_locus_tag=Pmob_1231
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1316741	1318129	-	WP_012209047.1	WP_012209047.1		FapA family protein			PMOB_RS06315	1389	462	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1318147	1318953	-							PMOB_RS06320	807		old_locus_tag=Pmob_1232
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1318147	1318953	-	WP_012209048.1	WP_012209048.1		epoxyqueuosine reductase QueH			PMOB_RS06320	807	268	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1318950	1319465	-							PMOB_RS06325	516		old_locus_tag=Pmob_1233
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1318950	1319465	-	WP_012209049.1	WP_012209049.1		helix-hairpin-helix domain-containing protein			PMOB_RS06325	516	171	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1319462	1320226	-							PMOB_RS06330	765		old_locus_tag=Pmob_1234
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1319462	1320226	-	WP_012209050.1	WP_012209050.1		hypothetical protein			PMOB_RS06330	765	254	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1320230	1321219	-							PMOB_RS06335	990		old_locus_tag=Pmob_1235
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1320230	1321219	-	WP_012209051.1	WP_012209051.1		hypothetical protein			PMOB_RS06335	990	329	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1321233	1321667	-					rpiB		PMOB_RS06340	435		old_locus_tag=Pmob_1236
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1321233	1321667	-	WP_012209052.1	WP_012209052.1		ribose 5-phosphate isomerase B	rpiB		PMOB_RS06340	435	144	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1321684	1322301	-					lexA		PMOB_RS06345	618		old_locus_tag=Pmob_1237
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1321684	1322301	-	WP_012209053.1	WP_012209053.1		transcriptional repressor LexA	lexA		PMOB_RS06345	618	205	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1322346	1324787	-					gyrA		PMOB_RS06350	2442		old_locus_tag=Pmob_1238
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1322346	1324787	-	WP_012209054.1	WP_012209054.1		DNA gyrase subunit A	gyrA		PMOB_RS06350	2442	813	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1324817	1326754	-					metG		PMOB_RS06355	1938		old_locus_tag=Pmob_1239
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1324817	1326754	-	WP_012209055.1	WP_012209055.1		methionine--tRNA ligase	metG		PMOB_RS06355	1938	645	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1327227	1327451	-							PMOB_RS06360	225		old_locus_tag=Pmob_1240
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1327227	1327451	-	WP_012209056.1	WP_012209056.1		type II toxin-antitoxin system HicA family toxin			PMOB_RS06360	225	74	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1327451	1327657	-							PMOB_RS06365	207		old_locus_tag=Pmob_1241
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1327451	1327657	-	WP_041534088.1	WP_041534088.1		type II toxin-antitoxin system HicB family antitoxin			PMOB_RS06365	207	68	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1327839	1329587	+							PMOB_RS06370	1749		old_locus_tag=Pmob_1242
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1327839	1329587	+	WP_012209058.1	WP_012209058.1		proline--tRNA ligase			PMOB_RS06370	1749	582	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1330175	1332406	+							PMOB_RS06375	2232		old_locus_tag=Pmob_1243
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1330175	1332406	+	WP_012209059.1	WP_012209059.1		hypothetical protein			PMOB_RS06375	2232	743	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1332366	1333754	+							PMOB_RS10930	1389		old_locus_tag=Pmob_1244
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1332366	1333754	+	WP_231282460.1	WP_231282460.1		putative DNA binding domain-containing protein			PMOB_RS10930	1389	462	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1333892	1334725	-							PMOB_RS06385	834		old_locus_tag=Pmob_1245
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1333892	1334725	-	WP_012209061.1	WP_012209061.1		hypothetical protein			PMOB_RS06385	834	277	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1334878	1335105	-							PMOB_RS06390	228		old_locus_tag=Pmob_1246
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1334878	1335105	-	WP_041534089.1	WP_041534089.1		UPF0175 family protein			PMOB_RS06390	228	75	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1335153	1335338	-							PMOB_RS06395	186		
CDS	with_protein	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1335153	1335338	-	WP_041534090.1	WP_041534090.1		hypothetical protein			PMOB_RS06395	186	61	
gene	protein_coding	GCF_000018605.1	Primary Assembly	chromosome		NC_010003.1	1335515	1336525	-							PMOB_RS06400	1011		old_locus_tag=Pmob_1247
